sample_id,true_type,pred_type,prompt_strategy,text_length
2050,INFJ,INFJ,zero_shot,
2051,INFP,INTP,zero_shot,
2052,INFP,INTJ,zero_shot,
2053,INFP,INFP,zero_shot,
2054,INFP,INFP,zero_shot,
2055,INFP,INTP,zero_shot,
2056,INFP,INFP,zero_shot,
2057,ENFP,ENTJ,zero_shot,
2058,INTP,INTP,zero_shot,
2059,ENFP,ENFP,zero_shot,
2060,INFP,INFP,zero_shot,
2061,INFJ,INTJ,zero_shot,
2062,INFJ,INFJ,zero_shot,
2063,INFJ,INTJ,zero_shot,
2064,INFP,INFP,zero_shot,
2065,INFP,ENFP,zero_shot,
2066,INFP,INFP,zero_shot,
2067,INFJ,INTJ,zero_shot,
2068,INFP,INFP,zero_shot,
2069,ENFP,ENTJ,zero_shot,
2070,INTJ,ENTJ,zero_shot,
2071,INFJ,INTJ,zero_shot,
2072,INFP,ENFP,zero_shot,
2073,INTP,INTJ,zero_shot,
2074,INFJ,INFJ,zero_shot,
2075,ISTP,ESTP,zero_shot,
2076,ENFP,ENFP,zero_shot,
2077,INTP,INTJ,zero_shot,
2078,INFJ,INTJ,zero_shot,
2079,ENFJ,ENTJ,zero_shot,
2080,INFP,ENTP,zero_shot,
2081,ISTJ,ISTJ,zero_shot,
2082,ISTJ,ISTJ,zero_shot,
2083,ENTJ,ENTJ,zero_shot,
2084,INTP,INTJ,zero_shot,
2085,INFJ,INTJ,zero_shot,
2086,INTJ,INTJ,zero_shot,
2087,ENFP,ENFP,zero_shot,
2088,INTP,INTP,zero_shot,
2089,ENFP,ISFJ,zero_shot,
2090,INFJ,INTP,zero_shot,
2091,INFP,INFP,zero_shot,
2092,ENTP,INTJ,zero_shot,
2093,INTP,INTJ,zero_shot,
2094,ENFP,INFP,zero_shot,
2095,INFJ,ENTJ,zero_shot,
2096,INTP,INTP,zero_shot,
2097,INFJ,ENTP,zero_shot,
2098,INFJ,ENTJ,zero_shot,
2099,INTJ,INTJ,zero_shot,
2100,ENTJ,ENTJ,zero_shot,
2101,INTP,INTJ,zero_shot,
2102,ISTP,ESTP,zero_shot,
2103,ISFP,ISTJ,zero_shot,
2104,INFP,INFJ,zero_shot,
2105,ESTP,ISTJ,zero_shot,
2106,INTP,INTJ,zero_shot,
2107,ISTP,ISFJ,zero_shot,
2108,INFP,INFP,zero_shot,
2109,ENTP,ENTP,zero_shot,
2110,INFP,INFP,zero_shot,
2111,INFJ,INTJ,zero_shot,
2112,ENTJ,INTJ,zero_shot,
2113,ENFP,INTP,zero_shot,
2114,ESTP,ESTP,zero_shot,
2115,INTP,INTJ,zero_shot,
2116,INFJ,INTJ,zero_shot,
2117,INFP,INTP,zero_shot,
2118,INFJ,INFJ,zero_shot,
2119,INFJ,INFJ,zero_shot,
2120,INTP,INTJ,zero_shot,
2121,INTJ,INTJ,zero_shot,
2122,ISTP,ISTP,zero_shot,
2123,INFP,ENTJ,zero_shot,
2124,ISFP,ISTP,zero_shot,
2125,INTP,INTP,zero_shot,
2126,INFJ,INFJ,zero_shot,
2127,INFP,INFP,zero_shot,
2128,INFP,INTJ,zero_shot,
2129,ISFJ,ISFJ,zero_shot,
2130,INTP,INTP,zero_shot,
2131,ISFJ,ISFJ,zero_shot,
2132,INFP,INTP,zero_shot,
2133,ENTP,INTP,zero_shot,
2134,INFJ,INFJ,zero_shot,
2135,ENTJ,INTP,zero_shot,
2136,INFJ,ENFJ,zero_shot,
2137,INTJ,INTP,zero_shot,
2138,INFP,INFP,zero_shot,
2139,ENFP,ENFP,zero_shot,
2140,ENTP,INTP,zero_shot,
2141,ENFJ,INFJ,zero_shot,
2142,ENFP,ENFP,zero_shot,
2143,INFJ,INFJ,zero_shot,
2144,ISFJ,ISTJ,zero_shot,
2145,INTP,INTJ,zero_shot,
2146,ENTP,INTJ,zero_shot,
2147,ISTP,ISTP,zero_shot,
2148,INTJ,ISTJ,zero_shot,
2149,INTJ,INTJ,zero_shot,
2150,INFP,INTP,zero_shot,
2151,INTJ,ENTJ,zero_shot,
2152,INTJ,ENTJ,zero_shot,
2153,INFJ,INTJ,zero_shot,
2154,ISFP,ESTP,zero_shot,
2155,ENTJ,INFJ,zero_shot,
2156,INFP,INTJ,zero_shot,
2157,INFP,INTJ,zero_shot,
2158,INTJ,ISTJ,zero_shot,
2159,ENFJ,INFJ,zero_shot,
2160,INTJ,INTJ,zero_shot,
2161,ENFP,INFP,zero_shot,
2162,ENFJ,INFJ,zero_shot,
2163,INFJ,ENTP,zero_shot,
2164,INFP,INTP,zero_shot,
2165,ENFJ,ENFJ,zero_shot,
2166,INTJ,INTJ,zero_shot,
2167,INTJ,ISTJ,zero_shot,
2168,INFP,INFJ,zero_shot,
2169,ISFP,ISFP,zero_shot,
2170,INTP,ENTJ,zero_shot,
2171,ISTP,ISTP,zero_shot,
2172,INFJ,ENTJ,zero_shot,
2173,ENTJ,ENTP,zero_shot,
2174,INTJ,INFJ,zero_shot,
2175,INTP,ENTJ,zero_shot,
2176,ESTJ,ESTP,zero_shot,
2177,INFJ,INFJ,zero_shot,
2178,ENFP,ENFP,zero_shot,
2179,INTP,INTJ,zero_shot,
2180,INTJ,ENTJ,zero_shot,
2181,ESTP,ESTP,zero_shot,
2182,INFJ,INTJ,zero_shot,
2183,INFP,ISTJ,zero_shot,
2184,INTP,INTP,zero_shot,
2185,ENFP,ENFP,zero_shot,
2186,INFP,INTJ,zero_shot,
2187,INFP,INFJ,zero_shot,
2188,INFP,INFP,zero_shot,
2189,INFP,INTJ,zero_shot,
2190,INTP,ENTJ,zero_shot,
2191,ENFP,ENFP,zero_shot,
2192,INFP,INTP,zero_shot,
2193,ENTP,INFP,zero_shot,
2194,ENTP,INTP,zero_shot,
2195,INFJ,INTJ,zero_shot,
2196,INTP,INTP,zero_shot,
2197,INFJ,ENTJ,zero_shot,
2198,INFJ,INFJ,zero_shot,
2199,INFJ,INFJ,zero_shot,
2200,INFP,INFP,zero_shot,
2201,INFP,ENTJ,zero_shot,
2202,INTP,ENTP,zero_shot,
2203,ENTP,INTP,zero_shot,
2204,ISTP,ISTJ,zero_shot,
2205,ENTP,INFJ,zero_shot,
2206,ENTP,INFJ,zero_shot,
2207,INTP,INTP,zero_shot,
2208,INFJ,INFJ,zero_shot,
2209,INTP,INTJ,zero_shot,
2210,INFJ,INTJ,zero_shot,
2211,INTJ,INTJ,zero_shot,
2212,ENTJ,ESTJ,zero_shot,
2213,ENTJ,INTJ,zero_shot,
2214,INTJ,INFJ,zero_shot,
2215,ENFP,ENFJ,zero_shot,
2216,ENFP,INTJ,zero_shot,
2217,ENFP,INTP,zero_shot,
2218,INFP,INFP,zero_shot,
2219,INFP,INTP,zero_shot,
2220,INFJ,INFJ,zero_shot,
2221,INTJ,INTJ,zero_shot,
2222,ENTP,ENTJ,zero_shot,
2223,INTJ,INFJ,zero_shot,
2224,INFP,INFP,zero_shot,
2225,ISTP,ESTP,zero_shot,
2226,INTJ,INFJ,zero_shot,
2227,ENFP,ENFP,zero_shot,
2228,ISFP,ISFP,zero_shot,
2229,INTP,INTP,zero_shot,
2230,INFJ,ISFJ,zero_shot,
2231,ENTP,ENTP,zero_shot,
2232,ISFJ,ESTJ,zero_shot,
2233,ENFJ,INTP,zero_shot,
2234,ISFJ,ISFJ,zero_shot,
2235,ISFP,ISTP,zero_shot,
2236,INTP,ENTJ,zero_shot,
2237,ENTP,ENTJ,zero_shot,
2238,INFJ,INTJ,zero_shot,
2239,ESTP,INTJ,zero_shot,
2240,INFJ,INFJ,zero_shot,
2241,INTP,INTJ,zero_shot,
2242,INTJ,INTJ,zero_shot,
2243,ENTP,INTJ,zero_shot,
2244,ISTJ,ISFJ,zero_shot,
2245,ENFP,INTP,zero_shot,
2246,INTJ,INTJ,zero_shot,
2247,INFJ,INFJ,zero_shot,
2248,INFP,INTP,zero_shot,
2249,INFP,INTP,zero_shot,
2250,INTP,ENTJ,zero_shot,
2251,INFJ,INTJ,zero_shot,
2252,INFJ,INFJ,zero_shot,
2253,ENFP,ENFP,zero_shot,
2254,INFJ,INTJ,zero_shot,
2255,INTJ,ISTJ,zero_shot,
2256,INTP,INTP,zero_shot,
2257,INTJ,ENTJ,zero_shot,
2258,ENFP,INFJ,zero_shot,
2259,INTP,ENTJ,zero_shot,
2260,ENFP,ENFP,zero_shot,
2261,ISFJ,ISFJ,zero_shot,
2262,INFP,INFP,zero_shot,
2263,ISFJ,ISTJ,zero_shot,
2264,ENFJ,INFJ,zero_shot,
2265,INFP,INTJ,zero_shot,
2266,ESTJ,ESTJ,zero_shot,
2267,ESTP,ISTP,zero_shot,
2268,ENTJ,ENTJ,zero_shot,
2269,ENTP,ENTP,zero_shot,
2270,INFJ,INFJ,zero_shot,
2271,ESFJ,ISFJ,zero_shot,
2272,INFJ,INTP,zero_shot,
2273,INFJ,INFJ,zero_shot,
2274,ENFP,INFJ,zero_shot,
2275,ENTP,ENTP,zero_shot,
2276,INTP,ENTP,zero_shot,
2277,INFP,INTJ,zero_shot,
2278,INTP,INTP,zero_shot,
2279,ENTP,INTP,zero_shot,
2280,INFJ,INFJ,zero_shot,
2281,INFP,INTP,zero_shot,
2282,INTP,ENFJ,zero_shot,
2283,ENTP,INTP,zero_shot,
2284,INFJ,INFJ,zero_shot,
2285,INFP,INFJ,zero_shot,
2286,ENFJ,INTP,zero_shot,
2287,INFP,INTP,zero_shot,
2288,INTP,INTJ,zero_shot,
2289,INTP,INTJ,zero_shot,
2290,ENFP,ENFP,zero_shot,
2291,INFP,INFP,zero_shot,
2292,ENTP,ENTP,zero_shot,
2293,ENFP,INTP,zero_shot,
2294,ENFJ,ENFJ,zero_shot,
2295,INFJ,INFJ,zero_shot,
2296,ENFP,INTP,zero_shot,
2297,ENFP,ENFP,zero_shot,
2298,ENFP,ENTP,zero_shot,
2299,ENFP,INTP,zero_shot,
2300,ENFP,INTP,zero_shot,
2301,ENFP,ISTP,zero_shot,
2302,ENFP,ENFP,zero_shot,
2303,ENFP,INFJ,zero_shot,
2304,ENTP,ENTP,zero_shot,
2305,INFJ,ENTJ,zero_shot,
2306,ENFJ,ENTJ,zero_shot,
2307,ESTP,INTJ,zero_shot,
2308,INFJ,INTJ,zero_shot,
2309,INTP,INTJ,zero_shot,
2310,INFP,ENTP,zero_shot,
2311,ENFP,INTJ,zero_shot,
2312,INFP,INFP,zero_shot,
2313,INFP,INFP,zero_shot,
2314,INTP,ENTP,zero_shot,
2315,ENTJ,ENTJ,zero_shot,
2316,ENTP,INTJ,zero_shot,
2317,ENTP,INTJ,zero_shot,
2318,ENTP,ENTP,zero_shot,
2319,ENTP,INTP,zero_shot,
2320,ENTP,INFJ,zero_shot,
2321,ENTP,ENTP,zero_shot,
2322,ENTP,ENTP,zero_shot,
2323,ENTP,ENTP,zero_shot,
2324,ENTP,INTP,zero_shot,
2325,ENTP,ENTP,zero_shot,
2326,ENTP,ENTP,zero_shot,
2327,INTJ,ENTJ,zero_shot,
2328,ENTP,ENTP,zero_shot,
2329,INFJ,ISFJ,zero_shot,
2330,INFP,INFP,zero_shot,
2331,INFJ,INFJ,zero_shot,
2332,INFP,INTP,zero_shot,
2333,INFP,INFJ,zero_shot,
2334,INFP,INTJ,zero_shot,
2335,ENTJ,ENTJ,zero_shot,
2336,INFP,INTP,zero_shot,
2337,INTJ,ENTJ,zero_shot,
2338,ISFP,ISTJ,zero_shot,
2339,INTP,ENTP,zero_shot,
2340,ISTP,ESTP,zero_shot,
2341,INFJ,INFJ,zero_shot,
2342,INTP,INTJ,zero_shot,
2343,ENTP,ENTJ,zero_shot,
2344,ESTJ,ESTJ,zero_shot,
2345,INFJ,ENFJ,zero_shot,
2346,INTP,INTP,zero_shot,
2347,INTJ,INTJ,zero_shot,
2348,INTP,INTP,zero_shot,
2349,INTJ,ENTJ,zero_shot,
2350,INFJ,INFJ,zero_shot,
2351,ENFJ,ENFJ,zero_shot,
2352,INFP,INFP,zero_shot,
2353,ISTP,ESTJ,zero_shot,
2354,INTP,INTP,zero_shot,
2355,INTJ,INTP,zero_shot,
2356,INTP,INTP,zero_shot,
2357,INTJ,INTJ,zero_shot,
2358,ENFP,ENFP,zero_shot,
2359,INTP,INTJ,zero_shot,
2360,INTJ,ENFJ,zero_shot,
2361,ENTP,ENTP,zero_shot,
2362,INTJ,INTJ,zero_shot,
2363,INFP,INTP,zero_shot,
2364,INTP,INTJ,zero_shot,
2365,INFP,INFP,zero_shot,
2366,INFP,INTJ,zero_shot,
2367,INTP,ENTP,zero_shot,
2368,INFP,INTJ,zero_shot,
2369,INTP,INTP,zero_shot,
2370,INTP,INTJ,zero_shot,
2371,ISFJ,ISTJ,zero_shot,
2372,ENTP,ENTP,zero_shot,
2373,INTP,INTJ,zero_shot,
2374,INFP,INTP,zero_shot,
2375,ENFP,ENFP,zero_shot,
2376,INFP,INTJ,zero_shot,
2377,ENTP,INTP,zero_shot,
2378,INFP,INFP,zero_shot,
2379,INTJ,INTJ,zero_shot,
2380,INFP,INTJ,zero_shot,
2381,INFJ,INTP,zero_shot,
2382,INTP,INTP,zero_shot,
2383,INFP,INFP,zero_shot,
2384,ISTP,ISTP,zero_shot,
2385,ENFP,ENTP,zero_shot,
2386,INFJ,INFJ,zero_shot,
2387,INTJ,ENTJ,zero_shot,
2388,INFP,ENTP,zero_shot,
2389,INFP,INFP,zero_shot,
2390,ENFJ,INTJ,zero_shot,
2391,INTJ,INFJ,zero_shot,
2392,INFP,INFP,zero_shot,
2393,INFJ,INFJ,zero_shot,
2394,INFP,INFP,zero_shot,
2395,INFJ,INFJ,zero_shot,
2396,INTP,INTJ,zero_shot,
2397,INFP,INFP,zero_shot,
2398,ENTP,ENTP,zero_shot,
2399,ENFP,ENFP,zero_shot,
2400,ISTP,ISTJ,zero_shot,
2401,INTP,INTP,zero_shot,
2402,INFP,ENTP,zero_shot,
2403,ISFP,ISFP,zero_shot,
2404,INTP,ENTP,zero_shot,
2405,INTJ,INTJ,zero_shot,
2406,INFJ,INTP,zero_shot,
2407,ENTP,INTP,zero_shot,
2408,INTP,INTJ,zero_shot,
2409,INFJ,INTJ,zero_shot,
2410,INFJ,INFJ,zero_shot,
2411,ENFP,INFP,zero_shot,
2412,INFP,INFP,zero_shot,
2413,INFP,ENTJ,zero_shot,
2414,INTJ,ENFJ,zero_shot,
2415,INTP,INTJ,zero_shot,
2416,INFP,ENTJ,zero_shot,
2417,ENTP,INTP,zero_shot,
2418,INFP,INTJ,zero_shot,
2419,INFJ,INTJ,zero_shot,
2420,INFP,INFP,zero_shot,
2421,ENTJ,ENFJ,zero_shot,
2422,INTJ,ENTJ,zero_shot,
2423,INTP,INFP,zero_shot,
2424,INFP,INTP,zero_shot,
2425,ENFP,ENFP,zero_shot,
2426,ENFJ,ENTJ,zero_shot,
2427,ENTP,INTJ,zero_shot,
2428,INFP,ENTP,zero_shot,
2429,INTJ,ENTJ,zero_shot,
2430,INFJ,INFJ,zero_shot,
2431,ESFJ,ESFJ,zero_shot,
2432,ENTP,ENTP,zero_shot,
2433,INFJ,ISTJ,zero_shot,
2434,ENTP,ENTP,zero_shot,
2435,INTP,INFP,zero_shot,
2436,INTJ,ENTJ,zero_shot,
2437,INFJ,INFJ,zero_shot,
2438,ENTP,INTP,zero_shot,
2439,INTJ,INTJ,zero_shot,
2440,INTP,INTJ,zero_shot,
2441,INTJ,ENTJ,zero_shot,
2442,INTP,INTP,zero_shot,
2443,ENTP,ENTP,zero_shot,
2444,ENTP,INTP,zero_shot,
2445,INFP,INFP,zero_shot,
2446,INTJ,INTJ,zero_shot,
2447,ISFJ,ISFP,zero_shot,
2448,INTJ,INTP,zero_shot,
2449,INTJ,ENTJ,zero_shot,
2450,ENTJ,INFJ,zero_shot,
2451,INFJ,INFJ,zero_shot,
2452,INFJ,INFJ,zero_shot,
2453,ISTP,ISTJ,zero_shot,
2454,ESTP,ESTP,zero_shot,
2455,INFJ,ENFJ,zero_shot,
2456,ISTP,ESTP,zero_shot,
2457,ISFP,ISFP,zero_shot,
2458,INFP,INFP,zero_shot,
2459,INFJ,INTJ,zero_shot,
2460,ENFP,ENFP,zero_shot,
2461,INFP,INTJ,zero_shot,
2462,INFJ,INFJ,zero_shot,
2463,INFJ,ENTJ,zero_shot,
2464,INTJ,INTJ,zero_shot,
2465,ENFP,INTJ,zero_shot,
2466,INFP,INTJ,zero_shot,
2467,INFP,INFP,zero_shot,
2468,INFP,ISFP,zero_shot,
2469,ENFP,ENFP,zero_shot,
2470,INFP,INFP,zero_shot,
2471,INFP,INTP,zero_shot,
2472,ISTP,ISTP,zero_shot,
2473,INFJ,INFJ,zero_shot,
2474,INTJ,INTJ,zero_shot,
2475,INTJ,INTJ,zero_shot,
2476,ESTP,ISTP,zero_shot,
2477,INFJ,ENTJ,zero_shot,
2478,INFP,INTJ,zero_shot,
2479,ISTP,ISTP,zero_shot,
2480,ENFP,INFP,zero_shot,
2481,INTJ,ENTJ,zero_shot,
2482,INFJ,ENFJ,zero_shot,
2483,INTJ,INFJ,zero_shot,
2484,ISTP,ISTJ,zero_shot,
2485,INTJ,INFJ,zero_shot,
2486,ENFP,ENFP,zero_shot,
2487,INFP,INFP,zero_shot,
2488,ENTP,INTJ,zero_shot,
2489,INFJ,INTJ,zero_shot,
2490,INTJ,ENTJ,zero_shot,
2491,INFJ,INFJ,zero_shot,
2492,ESTP,ESTP,zero_shot,
2493,ESFP,ISFJ,zero_shot,
2494,INFJ,INTJ,zero_shot,
2495,INTP,INTP,zero_shot,
2496,INTJ,INTJ,zero_shot,
2497,ENFJ,INFJ,zero_shot,
2498,INFJ,INFJ,zero_shot,
2499,INFJ,ENTJ,zero_shot,
2500,INFP,INTP,zero_shot,
2501,ENTP,ENTP,zero_shot,
2502,INFP,INTP,zero_shot,
2503,INFP,INFP,zero_shot,
2504,ISFP,ISTP,zero_shot,
2505,INTJ,INTJ,zero_shot,
2506,INTP,ENTJ,zero_shot,
2507,ISFP,ISFP,zero_shot,
2508,ISTP,ISTP,zero_shot,
2509,INFJ,INFJ,zero_shot,
2510,ENFP,INTJ,zero_shot,
2511,INFJ,ENTJ,zero_shot,
2512,INTP,ENTP,zero_shot,
2513,INTP,INTP,zero_shot,
2514,INTP,INTP,zero_shot,
2515,ISTP,ISTJ,zero_shot,
2516,INFJ,INTP,zero_shot,
2517,ENTP,INTP,zero_shot,
2518,INTJ,INTJ,zero_shot,
2519,ISTP,ISTJ,zero_shot,
2520,INFJ,INFJ,zero_shot,
2521,INFP,INFJ,zero_shot,
2522,INTJ,INTJ,zero_shot,
2523,ENTP,ENTP,zero_shot,
2524,INFJ,INFJ,zero_shot,
2525,INTJ,INFJ,zero_shot,
2526,INTP,INTJ,zero_shot,
2527,INFP,ENFP,zero_shot,
2528,ENFP,ENFP,zero_shot,
2529,INFJ,INTJ,zero_shot,
2530,ENTP,ENTP,zero_shot,
2531,INFJ,ENFJ,zero_shot,
2532,INFJ,ENFJ,zero_shot,
2533,ENFJ,INTJ,zero_shot,
2534,ENTJ,INTJ,zero_shot,
2535,ENFP,ENFP,zero_shot,
2536,ENFJ,ENFJ,zero_shot,
2537,ESFP,ESFP,zero_shot,
2538,ISTP,ISTJ,zero_shot,
2539,INTJ,INTJ,zero_shot,
2540,INFJ,INFP,zero_shot,
2541,INFJ,INTJ,zero_shot,
2542,INTP,INTJ,zero_shot,
2543,INFJ,INTJ,zero_shot,
2544,INTP,INTP,zero_shot,
2545,INTP,INTJ,zero_shot,
2546,INFJ,INFJ,zero_shot,
2547,ISFP,ISFP,zero_shot,
2548,INFJ,INTJ,zero_shot,
2549,INTP,INTJ,zero_shot,
2550,INFJ,ENTJ,zero_shot,
2551,INFJ,INTJ,zero_shot,
2552,INTJ,ENTJ,zero_shot,
2553,INTP,INTJ,zero_shot,
2554,INTP,INTP,zero_shot,
2555,ENFP,INFP,zero_shot,
2556,INTJ,INTJ,zero_shot,
2557,ISTJ,ESFJ,zero_shot,
2558,INFP,ISTJ,zero_shot,
2559,INTP,INTP,zero_shot,
2560,INTJ,ENTJ,zero_shot,
2561,ENFP,ENFP,zero_shot,
2562,INFJ,INTJ,zero_shot,
2563,INTP,INTP,zero_shot,
2564,INFP,INTJ,zero_shot,
2565,INTJ,ENTP,zero_shot,
2566,INTP,INTP,zero_shot,
2567,INTP,INTP,zero_shot,
2568,INTP,ENTP,zero_shot,
2569,INFJ,INTJ,zero_shot,
2570,INFP,INTP,zero_shot,
2571,INTP,INTJ,zero_shot,
2572,INFJ,INFJ,zero_shot,
2573,INFP,INTP,zero_shot,
2574,INFJ,ENTJ,zero_shot,
2575,INFJ,INFJ,zero_shot,
2576,ENFP,INFJ,zero_shot,
2577,INFJ,INTJ,zero_shot,
2578,ISTJ,ESTJ,zero_shot,
2579,ISFP,ISFJ,zero_shot,
2580,INFP,INFP,zero_shot,
2581,ISFP,ISTJ,zero_shot,
2582,INFP,INFP,zero_shot,
2583,INFJ,INTJ,zero_shot,
2584,INFJ,INFJ,zero_shot,
2585,ENTP,INTP,zero_shot,
2586,INTJ,ENTJ,zero_shot,
2587,INFJ,INTJ,zero_shot,
2588,INFJ,INTJ,zero_shot,
2589,ISFJ,ISTJ,zero_shot,
2590,INTJ,ENTJ,zero_shot,
2591,INTP,ENTP,zero_shot,
2592,INFP,INTP,zero_shot,
2593,INTP,ENTJ,zero_shot,
2594,INTP,INTP,zero_shot,
2595,ISTJ,ESTJ,zero_shot,
2596,INTJ,INFJ,zero_shot,
2597,ENFP,INFP,zero_shot,
2598,INTP,INTJ,zero_shot,
2599,INTP,INTP,zero_shot,
2600,INFP,INFP,zero_shot,
2601,ENTP,INFP,zero_shot,
2602,INTJ,ENTJ,zero_shot,
2603,INTJ,INTJ,zero_shot,
2604,INTJ,INTJ,zero_shot,
2605,INTJ,ENTJ,zero_shot,
2606,INFP,INTP,zero_shot,
2607,INFP,INTP,zero_shot,
2608,ESTP,ESTJ,zero_shot,
2609,INFP,INFP,zero_shot,
2610,ENFJ,ENFJ,zero_shot,
2611,INTP,INTP,zero_shot,
2612,ENFJ,INFJ,zero_shot,
2613,ISFJ,ISFJ,zero_shot,
2614,ENFP,ENFP,zero_shot,
2615,ISTJ,ISTJ,zero_shot,
2616,INFP,ENTP,zero_shot,
2617,INFP,INFP,zero_shot,
2618,ISTP,ISTJ,zero_shot,
2619,INFP,INTJ,zero_shot,
2620,ENTP,ENTP,zero_shot,
2621,INFP,INFP,zero_shot,
2622,INFJ,ENFJ,zero_shot,
2623,INFP,INFP,zero_shot,
2624,INFP,INFP,zero_shot,
2625,INTJ,INTJ,zero_shot,
2626,INFP,ENFP,zero_shot,
2627,INFP,INTJ,zero_shot,
2628,ENFP,INTP,zero_shot,
2629,INTP,INTP,zero_shot,
2630,ENTP,ENTJ,zero_shot,
2631,INFJ,INFJ,zero_shot,
2632,INFJ,INTJ,zero_shot,
2633,ISTP,ISFP,zero_shot,
2634,ISTP,ESTJ,zero_shot,
2635,INFP,INFP,zero_shot,
2636,INFP,INFP,zero_shot,
2637,INTP,INTP,zero_shot,
2638,INFJ,INFJ,zero_shot,
2639,ENFP,ENFP,zero_shot,
2640,INFJ,ENFJ,zero_shot,
2641,INFJ,INTJ,zero_shot,
2642,ESTP,ESTP,zero_shot,
2643,INFJ,INTJ,zero_shot,
2644,INTP,INTJ,zero_shot,
2645,ENTP,ENTP,zero_shot,
2646,INFP,ENTP,zero_shot,
2647,INFJ,INFJ,zero_shot,
2648,INFJ,INFJ,zero_shot,
2649,INTJ,ENTJ,zero_shot,
2650,ISFP,ISFP,zero_shot,
2651,INFP,INFP,zero_shot,
2652,INFP,INFP,zero_shot,
2653,ENTP,INTP,zero_shot,
2654,INTJ,INTJ,zero_shot,
2655,ENTP,INTJ,zero_shot,
2656,INTP,INFP,zero_shot,
2657,INTJ,ENTJ,zero_shot,
2658,INTP,INTP,zero_shot,
2659,ENFJ,ENTJ,zero_shot,
2660,ISTP,ISTP,zero_shot,
2661,ENTP,ENTP,zero_shot,
2662,INFJ,ISFJ,zero_shot,
2663,INFJ,ENTJ,zero_shot,
2664,INTJ,ENTJ,zero_shot,
2665,ISFP,ISFP,zero_shot,
2666,INFP,INTP,zero_shot,
2667,ENTP,ENTP,zero_shot,
2668,INTJ,ENTJ,zero_shot,
2669,INFP,INFP,zero_shot,
2670,INTP,INFP,zero_shot,
2671,INTJ,INTJ,zero_shot,
2672,ENFP,ENFP,zero_shot,
2673,INTP,INTJ,zero_shot,
2674,ISTP,ISTP,zero_shot,
2675,INTP,INTJ,zero_shot,
2676,INTP,INTP,zero_shot,
2677,INTP,INTP,zero_shot,
2678,INTP,INTP,zero_shot,
2679,INTJ,ENTJ,zero_shot,
2680,INFP,INFP,zero_shot,
2681,INFJ,INFJ,zero_shot,
2682,INTJ,INFJ,zero_shot,
2683,INFJ,INTJ,zero_shot,
2684,INFP,INTJ,zero_shot,
2685,INFP,ENTJ,zero_shot,
2686,ESFP,ISFP,zero_shot,
2687,ENFJ,ISFJ,zero_shot,
2688,INTJ,ENTJ,zero_shot,
2689,INFJ,ISTJ,zero_shot,
2690,INTP,INTP,zero_shot,
2691,ENTP,INTP,zero_shot,
2692,ISTP,ISTJ,zero_shot,
2693,INTJ,ENFJ,zero_shot,
2694,ESTJ,ESTJ,zero_shot,
2695,INTJ,INTP,zero_shot,
2696,ENTP,INTJ,zero_shot,
2697,INFJ,INFJ,zero_shot,
2698,INFP,ENTJ,zero_shot,
2699,ENFJ,INFJ,zero_shot,
2700,INFP,INTP,zero_shot,
2701,INFJ,INTJ,zero_shot,
2702,INTJ,INTJ,zero_shot,
2703,ENFJ,ENTJ,zero_shot,
2704,INFJ,ISTJ,zero_shot,
2705,INFJ,INTJ,zero_shot,
2706,ENFP,ENFP,zero_shot,
2707,INFJ,INFJ,zero_shot,
2708,ISTP,ISTP,zero_shot,
2709,INFJ,INFJ,zero_shot,
2710,ISTP,ISTP,zero_shot,
2711,INTP,INTP,zero_shot,
2712,INFP,INFP,zero_shot,
2713,INTP,INTJ,zero_shot,
2714,INTJ,ENTJ,zero_shot,
2715,ENTP,ENTP,zero_shot,
2716,ENTJ,INTJ,zero_shot,
2717,INTJ,INTJ,zero_shot,
2718,INFJ,INFJ,zero_shot,
2719,INFP,ENTJ,zero_shot,
2720,ENTP,ENTP,zero_shot,
2721,ENTJ,INTJ,zero_shot,
2722,INFJ,INFJ,zero_shot,
2723,ENFP,INTP,zero_shot,
2724,ISTP,ISTJ,zero_shot,
2725,ENFP,INTP,zero_shot,
2726,INFP,INFP,zero_shot,
2727,ENFP,ENFP,zero_shot,
2728,ISFP,ESFJ,zero_shot,
2729,ENTJ,INFP,zero_shot,
2730,INTJ,INTJ,zero_shot,
2731,ENTP,ENTJ,zero_shot,
2732,ENTP,INFP,zero_shot,
2733,ENFP,ENFP,zero_shot,
2734,ISFP,ISFP,zero_shot,
2735,INFP,INFP,zero_shot,
2736,ENTP,ENTJ,zero_shot,
2737,ISFJ,ISFJ,zero_shot,
2738,ISFJ,ESTJ,zero_shot,
2739,INFJ,INFJ,zero_shot,
2740,INTP,INTP,zero_shot,
2741,INFJ,INFJ,zero_shot,
2742,INFP,ENTJ,zero_shot,
2743,ESTP,ESTP,zero_shot,
2744,INFP,INTP,zero_shot,
2745,INFJ,ENTJ,zero_shot,
2746,INTP,INTJ,zero_shot,
2747,INFP,INFP,zero_shot,
2748,INTP,ISTP,zero_shot,
2749,ENFP,INFJ,zero_shot,
2750,INFP,INFP,zero_shot,
2751,ISFP,ISTP,zero_shot,
2752,ISTP,ISTJ,zero_shot,
2753,INFJ,INFJ,zero_shot,
2754,INTJ,ENTJ,zero_shot,
2755,INFJ,INTJ,zero_shot,
2756,INFJ,INTP,zero_shot,
2757,INFJ,ENFJ,zero_shot,
